date_time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,level_High,level_Low,level_Moderate,level_Very High,level_Very low,y_later
2004-04-17 19:00:00,1097,-200.0,-200.0,7.8,892.0,-200.0,909.0,-200.0,1594.0,833.0,16.1,56.0,1.0151,0,0,0,0,1,1027.0
2004-04-17 20:00:00,1105,-200.0,-200.0,8.2,908.0,-200.0,900.0,-200.0,1566.0,923.0,16.5,52.8,0.986,0,0,0,0,1,1024.0
2004-04-17 21:00:00,993,-200.0,-200.0,5.3,777.0,-200.0,1022.0,-200.0,1482.0,790.0,16.9,51.1,0.9743,0,0,0,0,1,992.0
2004-04-17 22:00:00,1136,-200.0,-200.0,7.9,923.4567544390457,-200.0,919.0,-200.0,1623.0,961.0,17.0,50.8,0.9751,0,0,0,0,1,929.0
2004-04-17 23:00:00,1297,-200.0,-200.0,10.7,1003.0,-200.0,798.0,-200.0,1700.0,1177.0,16.9,57.864010403171996,1.0455,0,0,0,0,1,892.0
2004-04-18 00:00:00,1110,-133.49730257815642,-200.0,6.9,855.0,-200.0,897.0,-200.0,1568.0,943.0,16.3,57.2,1.0492,0,0,0,0,1,895.0
2004-04-18 01:00:00,1027,-200.0,-200.0,6.3,827.0,-200.0,942.0,-200.0,1529.0,742.0,16.0,56.2,1.0164,0,0,0,0,1,915.0
2004-04-18 02:00:00,1024,-200.0,-200.0,5.6,795.0,-200.0,982.0,-200.0,1501.0,705.0,15.6,60.2,1.0617,0,0,0,0,1,947.0
2004-04-18 03:00:00,992,-200.0,-200.0,5.4,783.0,-200.0,988.0,-200.0,1527.0,755.3007048459909,14.6,68.2,1.1282,0,0,0,0,1,1032.0
2004-04-18 04:00:00,929,-200.0,-200.0,3.7720638490752263,664.0,-200.0,1144.0,-200.0,1449.0,536.0,14.3,69.6,1.1257,0,0,0,0,1,1219.0
2004-04-18 05:00:00,892,-200.0,-200.0,1.9,579.0,-200.0,1309.0,-200.0,1396.0,441.0,13.8,71.9,1.1312,0,0,0,0,1,1217.0
2004-04-18 06:00:00,895,-200.0,-200.0,2.3,609.0,-314.7015286369686,1071.8181297645936,-200.0,1410.0,477.0,13.8,72.7,1.1402,0,0,0,0,1,1097.0
2004-04-18 07:00:00,915,-200.0,-200.0,2.4,612.0,-200.0,1266.0,-200.0,1411.0,506.0,14.2,72.3,1.1632,0,0,0,0,1,938.0
2004-04-18 08:00:00,947,-200.0,-200.0,2.9,649.0,-200.0,1154.0,-200.0,1459.0,608.0,14.5,72.9,1.195,0,0,0,0,1,944.0
2004-04-18 09:00:00,1032,-200.0,-200.0,4.2,721.0,-200.0,1052.0,-200.0,1546.0,663.0,14.2,75.6,3.3601090418399235,0,0,0,0,1,1139.0
2004-04-18 10:00:00,1219,-200.0,-200.0,6.8,849.0,-200.0,982.8739360178427,-200.0,1664.0,912.0,14.5,77.2,1.2695,0,0,0,0,1,1163.0
2004-04-18 11:00:00,1217,-200.0,-200.0,7.3,869.0,-200.0,873.0,-200.0,1660.0,963.0,14.9,74.5,1.253,0,0,0,0,1,1157.0
2004-04-18 12:00:00,1097,-200.0,-200.0,5.3,779.0,-200.0,980.0,-200.0,1565.0,803.0,15.5,67.4,1.178,0,0,0,0,1,1154.0
2004-04-18 13:00:00,938,-200.0,-200.0,3.4,674.0,-200.0,1136.0,-200.0,1433.0,564.0,26.499508754884623,53.2458820249106,1.0544,0,0,0,0,1,1342.0
2004-04-18 14:00:00,944,-200.0,-200.0,3.4,677.0,-200.0,1140.0,-200.0,1436.0,501.0,17.1,55.5,1.0724,0,0,0,0,1,1178.0
2004-04-18 15:00:00,1139,-200.0,-200.0,6.8,847.0,-200.0,929.0,-200.0,1604.0,701.0,16.2,62.4,1.1423,0,0,0,0,1,1152.0
2004-04-18 16:00:00,1163,-200.0,-200.0,7.0,859.0,-200.0,921.0,-200.0,1603.0,783.0,17.4,58.9,1.1567,0,0,0,0,1,1078.0
2004-04-18 17:00:00,1157,-200.0,-200.0,7.7,885.0,-200.0,916.0,-200.0,1590.0,784.0,17.5,54.6,1.08,0,0,0,0,1,1167.0
2004-04-18 18:00:00,1154,-200.0,-200.0,8.5,919.0,-200.0,876.0,-200.0,1623.0,861.0,17.5,54.2,1.0722,0,0,0,0,1,1111.0
2004-04-18 19:00:00,1342,-200.0,-200.0,13.5,1102.0,-200.0,744.0,-200.0,1824.0,1156.0,17.0,55.1,1.0621,0,0,0,0,1,988.0
2004-04-18 20:00:00,1178,-200.0,-200.0,9.2,949.0,-200.0,847.0,-200.0,1653.0,1047.0,16.4,57.8,1.0669,0,0,0,0,1,917.0
2004-04-18 21:00:00,1152,-200.0,-200.0,8.7,926.0,-200.0,854.0,-200.0,1669.0,1034.0,15.8,60.4,1.0744,0,0,0,0,1,850.0
2004-04-18 22:00:00,1078,-200.0,-200.0,6.6,841.0,-200.0,920.0,-200.0,1595.0,962.0,15.5,63.3,1.1071,0,0,0,0,1,885.0
2004-04-18 23:00:00,1167,-200.0,-200.0,9.1,945.0,-200.0,826.0,-200.0,1702.0,1100.0,15.0,59.27514732650475,1.1045,0,0,0,0,1,888.0
2004-04-19 00:00:00,1111,-200.0,-163.76794674121334,7.8,890.0,-200.0,871.0,-200.0,1658.0,1047.0,14.5,67.3,1.1054,0,0,0,0,1,1101.0
2004-04-19 01:00:00,988,-200.0,-200.0,4.2,722.0,-200.0,1029.0,-200.0,1500.0,874.0,14.1,70.1,1.1224,0,0,0,0,1,1399.0
2004-04-19 02:00:00,917,-200.0,-200.0,3.4,677.0,-200.0,1103.0,-200.0,1494.0,747.0,13.8,61.6047184053812,1.1518,0,0,0,0,1,1325.0
2004-04-19 03:00:00,850,-200.0,-200.0,1.7,562.0,-200.0,1275.0,-200.0,1407.0,589.0,13.1,78.3,1.1716,0,0,0,0,1,1058.0
2004-04-19 04:00:00,885,-200.0,-200.0,2.1,589.0,-200.0,1012.6366533124143,-200.0,1443.0,635.0,15.67958499109115,78.2,1.1664,0,0,0,0,1,990.0
2004-04-19 05:00:00,888,-200.0,-200.0,2.2,597.0,-200.0,1242.0,-119.99405671054689,1428.0,671.0,14.3,70.1,1.1328,1,0,0,0,0,1018.0
2004-04-19 06:00:00,1101,-200.0,-200.0,6.9,852.0,-200.0,913.0,-200.0,1655.0,992.0,14.0,70.9,1.1306,0,0,0,0,1,1105.0
2004-04-19 07:00:00,1399,-200.0,-200.0,16.5,1195.0,-200.0,680.0,-200.0,1976.0,1308.0,15.4,64.2,1.1123,0,0,0,0,1,1194.0
2004-04-19 08:00:00,1325,-200.0,-200.0,18.7,1260.0,-200.0,821.4702492497483,-200.0,1969.0,1303.0,16.5,57.9,1.0826,0,0,0,0,1,1088.0
2004-04-19 09:00:00,1058,-200.0,-200.0,8.5,921.0,-200.0,876.0,-200.0,1594.0,893.0,18.8,48.0,1.0323,0,0,0,0,1,1084.0
2004-04-19 10:00:00,990,-200.0,-200.0,6.8,846.0,-200.0,947.0,-200.0,1503.0,819.2429479447717,19.5,43.3,0.9706,1,0,0,0,0,1207.0
2004-04-19 11:00:00,1018,-200.0,-200.0,7.5,879.0,-200.0,950.0,-200.0,1574.0,685.0,18.5,45.5,0.9606,0,0,0,0,1,1186.0
2004-04-19 12:00:00,1105,-200.0,-200.0,10.9,1010.0,-200.0,811.0,-200.0,1709.0,947.0,18.0,46.7,0.9569,0,0,0,0,1,1053.0
2004-04-19 13:00:00,1194,-200.0,-200.0,17.183575222297097,1097.0,-200.0,743.0,-200.0,1847.0,1049.0,16.5,47.571261908676604,1.0813,0,0,0,0,1,1032.0
2004-04-19 14:00:00,1088,-200.0,-200.0,7.9,893.0,-200.0,977.5923368893657,-200.0,1565.0,741.0,12.1,75.6,1.0662,0,0,0,0,1,989.0
2004-04-19 15:00:00,1084,-200.0,-200.0,8.8,933.0,-200.0,872.0,-200.0,1602.0,953.4866127829773,11.1,75.6,0.9974,0,0,0,0,1,930.0
2004-04-19 16:00:00,1207,-127.67711715214313,-181.7588305034233,11.5,1032.0,-200.0,797.0,-200.0,1701.0,969.0,10.5,79.0,4.243803626799057,0,0,0,0,1,951.0
2004-04-19 17:00:00,1186,-127.28128615850449,-200.0,11.8,1042.0,-200.0,808.0,-200.0,1684.0,1038.0,10.0,80.5,0.9853,0,0,0,0,1,985.0
2004-04-19 18:00:00,1053,-200.0,-200.0,8.3,911.0,-200.0,916.0,-200.0,1528.0,889.0,11.3,70.5,0.9389,0,0,0,0,1,937.0
2004-04-19 19:00:00,1032,-200.0,-200.0,7.9,895.0,-200.0,921.0,-200.0,1508.0,879.0,10.7,71.5,0.9197,0,0,0,0,1,887.0
2004-04-19 20:00:00,989,-200.0,-200.0,6.7,846.0,-200.0,960.0,-200.0,1476.0,846.0,9.9,74.0,0.9009,0,0,0,0,1,806.0
2004-04-19 21:00:00,930,-200.0,-200.0,4.6,745.0,-200.0,1085.0,-114.61419060715696,1391.0,712.0,10.8,68.2,0.8806,0,0,0,0,1,771.0
2004-04-19 22:00:00,951,-200.0,-200.0,5.0,766.0,-200.0,1056.0,-200.0,1431.0,747.0,10.2,74.0,0.9176,0,0,0,0,1,802.0
2004-04-19 23:00:00,985,-200.0,-200.0,5.3,780.0,-200.0,1017.0,-200.0,1444.0,791.0,10.1,77.5,0.9579,0,0,0,0,1,878.0
2004-04-20 00:00:00,937,-200.0,-200.0,3.9,703.0,-200.0,1136.0,-200.0,1377.0,637.0,9.9,77.7,0.9497,0,0,0,0,1,1070.0
2004-04-20 01:00:00,887,-200.0,-200.0,2.9,648.0,-200.0,1222.0,-106.94759185708905,1357.0,553.0,29.007076483360528,80.2,0.9533,0,0,0,0,1,1430.0
2004-04-20 02:00:00,806,-200.0,-200.0,1.5,544.0,-200.0,1429.0,-200.0,1290.0,449.0,9.5,72.04760902674039,12.918522829540679,0,0,0,0,1,1565.0
2004-04-20 03:00:00,771,-200.0,-200.0,0.8,483.0,-200.0,1587.0,-200.0,1277.0,485.0,9.7,78.9,0.9487,0,0,0,0,1,1365.0
2004-04-20 04:00:00,802,-200.0,-200.0,1.2,519.0,-200.0,1523.0,-200.0,1315.0,540.0,9.8,87.91298872643536,0.967,0,0,0,0,1,1348.0
2004-04-20 05:00:00,878,-200.0,-200.0,2.9,644.0,-286.0947535376335,1260.0,-200.0,1410.0,685.0,10.0,79.6,14.06830236419175,0,0,0,0,1,1311.0
2004-04-20 06:00:00,1070,-200.0,-200.0,7.6,883.0,-200.0,966.291284083029,-200.0,1625.0,925.0,10.3,79.4,0.9927,0,0,0,0,1,1302.0
2004-04-20 07:00:00,1430,-200.0,-200.0,20.7,1251.3871416036702,-200.0,638.0,-200.0,2069.0,1382.0,11.0,77.4,1.0135,0,0,0,0,1,1250.0
2004-04-20 08:00:00,1565,-200.0,-200.0,29.9,1549.0,-200.0,540.0,-200.0,2396.0,1645.0,12.3,78.74554132560968,0.9906,0,0,0,0,1,1083.0
2004-04-20 09:00:00,1365,-200.0,-200.0,20.1,1299.0,-26.80655394454423,637.0,-200.0,1999.0,1514.0,14.5,60.4,0.9936,0,0,0,0,1,1005.0
2004-04-20 10:00:00,1348,-200.0,-200.0,17.1,1240.4261148700855,-200.0,678.0,-145.81761701595804,1874.0,1509.0,16.0,56.3,1.0185,0,0,0,0,1,1129.0
2004-04-20 11:00:00,1311,-200.0,-200.0,19.4,1279.0,-200.0,749.0972279867485,-200.0,1991.0,1520.0,18.1,51.1,1.0551,0,0,0,0,1,1327.0
2004-04-20 12:00:00,1302,-200.0,-200.0,18.7,1260.0,-62.97332010480419,658.0,-200.0,1970.0,1471.0,23.0,37.5,1.0389,1,0,0,0,0,1428.0
2004-04-20 13:00:00,1250,-200.0,-200.0,15.8,1173.0,-200.0,720.0,-200.0,1870.0,1282.0,21.8,39.6,1.0209,0,0,0,0,1,1426.0
2004-04-20 14:00:00,1083,-200.0,-155.86223031114662,10.3,988.0,-50.520034330221776,859.0,-73.19185890314675,1643.0,1004.0,21.9,37.2,0.9683,0,0,0,0,1,1310.0
2004-04-20 15:00:00,1005,-200.0,-200.0,7.9,894.0,-200.0,956.0,-200.0,1530.0,714.0,23.8,31.4,1.5129450120447538,0,0,0,0,1,1114.0
2004-04-20 16:00:00,1129,-200.0,-200.0,13.7,1107.0,-200.0,844.0,-200.0,1742.0,940.0,25.9,26.9,0.8845,0,0,0,0,1,991.0
2004-04-20 17:00:00,1327,-200.0,-200.0,19.7,1289.0,-200.0,780.5985428272968,-200.0,1938.0,1272.0,25.8,29.9,0.9808,0,0,0,0,1,1089.0
2004-04-20 18:00:00,1428,-200.0,-200.0,25.3,1437.0,-200.0,599.0,-200.0,2156.0,1526.0,22.6,39.5,1.0679,0,0,0,0,1,911.0
2004-04-20 19:00:00,1426,-200.0,-200.0,23.9,1400.0,-200.0,612.0,-200.0,2102.0,1488.0,19.9,45.0,1.0364,0,0,0,0,1,1005.0
2004-04-20 20:00:00,1310,-200.0,-200.0,20.6,1313.0,-200.0,663.0,-200.0,1958.0,1475.0,17.9,47.4,0.9657,0,0,0,0,1,863.0
2004-04-20 21:00:00,1114,-200.0,-200.0,12.3,1059.0,-200.0,792.0,-200.0,1704.0,1182.0,16.8,50.4,0.9545,0,0,0,0,1,857.0
2004-04-20 22:00:00,991,-200.0,-200.0,7.7,889.4700245749103,-200.0,932.0,-200.0,1550.0,933.0,16.0,52.0,4.752133399783377,0,0,0,0,1,804.0
2004-04-20 23:00:00,1089,-200.0,-200.0,9.0,940.0,-200.0,866.0,-200.0,1589.0,1001.0,14.2,59.1,0.952,0,0,0,0,1,871.0
2004-04-21 00:00:00,911,-200.0,-200.0,4.5,740.0,-200.0,1071.0,-200.0,1412.0,756.0,14.2,56.7,0.9111,0,0,0,0,1,1035.0
2004-04-21 01:00:00,1005,-200.0,-200.0,5.8,905.582831565829,-200.0,976.0,-200.0,1474.0,952.0,12.2,67.7,0.9625,0,0,0,0,1,1513.0
2004-04-21 02:00:00,863,-200.0,-200.0,3.2,792.7071535195728,-200.0,1172.0,-104.17981250607218,1381.0,808.0,13.2,61.7,13.127509052836038,0,0,0,0,1,1726.0
2004-04-21 03:00:00,857,-200.0,-200.0,3.0,653.0,-200.0,1197.0,-200.0,1375.0,779.0,10.9,71.0,0.9249,0,0,0,0,1,1396.0
2004-04-21 04:00:00,804,-200.0,-200.0,2.0,585.0,-200.0,1301.0,-200.0,1319.0,717.0,11.3,67.6,0.9038,0,0,0,0,1,1333.0
2004-04-21 05:00:00,871,-200.0,-200.0,3.7,694.0,-200.0,1160.0,-200.0,1421.0,779.0,10.1,71.8,10.140932412500941,0,0,0,0,1,1161.0
2004-04-21 06:00:00,1035,-200.0,-200.0,8.7,929.0,-200.0,887.0,-200.0,1599.0,1009.0,10.2,70.9,0.8841,0,0,0,0,1,1081.0
2004-04-21 07:00:00,1513,-200.0,-200.0,27.0,1480.0,-200.0,572.0,-200.0,2249.0,1595.0,11.8,66.0,0.9085,0,0,0,0,1,1075.0
2004-04-21 08:00:00,1726,-200.0,-200.0,40.3,1776.0,-200.0,478.0,-200.0,2684.0,1871.6744615908362,14.0,58.2,0.9271,0,0,0,0,1,1055.0
2004-04-21 09:00:00,1396,-200.0,-200.0,20.0,1296.0,-200.0,619.0,-200.0,1991.0,1628.0,17.0,50.2,0.9646,0,0,0,0,1,1053.0
2004-04-21 10:00:00,1333,-155.99652692461254,-200.0,17.1,1212.0,-200.0,767.5012244198355,-200.0,1854.0,1573.0,22.3,36.9,0.9838,0,0,0,0,1,1087.0
2004-04-21 11:00:00,1161,-200.0,-200.0,11.0,1016.0,-200.0,849.0,-200.0,1642.0,1187.0,24.4,30.9,0.934,0,0,0,0,1,1304.0
2004-04-21 12:00:00,1081,-200.0,-200.0,14.885411546267497,1000.0,-200.0,900.0,-200.0,1561.0,900.0,27.77960791400907,26.7,0.8771,0,0,0,0,1,1625.0
2004-04-21 13:00:00,1075,-131.30847134894333,-200.0,10.5,998.0,-200.0,914.0,-200.0,1574.0,800.0,25.8,26.1,0.8540000000000001,0,0,0,0,1,1649.0
2004-04-21 14:00:00,1055,-200.0,-200.0,9.6,964.0,-200.0,953.0,-200.0,1513.0,770.0,26.3,24.8,0.8393,0,0,0,0,1,1443.0
2004-04-21 15:00:00,1053,-200.0,-200.0,9.3,953.0,-186.07226151844756,988.0,-200.0,1483.0,758.0,27.0,22.2,0.7805,0,0,0,0,1,1209.0
2004-04-21 16:00:00,1087,-200.0,-200.0,12.7,1075.0,-200.0,944.0,-200.0,1558.0,886.0,27.3,20.5,0.7308,0,0,0,0,1,1105.0
2004-04-21 17:00:00,1304,-200.0,-200.0,19.8,1291.0,-200.0,765.0,-200.0,1838.0,1219.0,25.8,24.1,0.7912,0,0,0,0,1,1020.0
2004-04-21 18:00:00,1625,-200.0,-200.0,32.5,1608.0,-200.0,601.0,-200.0,2271.0,1725.0,25.3,28.9,0.9151,0,0,0,0,1,991.0
2004-04-21 19:00:00,1649,-155.84311899084733,-200.0,33.6,1633.0,-200.0,584.0,-200.0,2328.0,1745.0,23.8,33.7,0.9786,0,0,0,0,1,937.0
2004-04-21 20:00:00,1443,-200.0,-200.0,26.0,1455.0,-200.0,679.6830754578434,-200.0,2073.0,1600.0,21.4,36.0,0.9059,0,0,0,0,1,882.0
2004-04-21 21:00:00,1209,-200.0,-200.0,16.4,1193.0,-200.0,753.0,-139.12430258205936,1737.0,1310.0,19.8,39.5,0.9016,1,0,0,0,0,843.0
2004-04-21 22:00:00,1105,-200.0,-200.0,10.6,1000.0,-200.0,847.0,-200.0,1573.0,1208.0,19.2,42.1,0.9273,0,0,0,0,1,819.0
2004-04-21 23:00:00,1020,-200.0,-200.0,14.8830491387794,863.0,-200.0,933.0,-200.0,1492.0,1074.0,18.8,45.8,0.9855,0,0,0,0,1,834.0
2004-04-22 00:00:00,991,-200.0,-200.0,6.4,828.0,-200.0,973.0,-200.0,1469.0,993.0,17.1,50.8,7.439180837425311,0,0,0,0,1,977.0
2004-04-22 01:00:00,937,-200.0,-200.0,4.6,741.0,-200.0,1058.0,-200.0,1420.0,923.0,16.2,53.4,0.9775,0,0,0,0,1,1234.0
2004-04-22 02:00:00,882,-200.0,-200.0,3.0,654.0,-200.0,910.3178420414773,-200.0,1377.0,819.0,16.0,53.5,0.9691,0,0,0,0,1,1403.0
2004-04-22 03:00:00,843,-200.0,-200.0,2.2,597.0,-200.0,1242.0,-200.0,1341.0,727.0,14.3,59.2,0.9601,0,0,0,0,1,1538.0
2004-04-22 04:00:00,819,-200.0,-200.0,1.7,565.0,-200.0,1295.0,-200.0,1316.0,694.0,13.3,62.6,0.9498,0,0,0,0,1,1343.0
2004-04-22 05:00:00,834,-200.0,-200.0,2.2,596.0,-200.0,965.3726621766442,-200.0,1335.0,727.0,13.4,59.5,0.9097,0,0,0,0,1,1243.0
2004-04-22 06:00:00,977,-200.0,-200.0,5.7,800.0,-200.0,990.0,-200.0,1474.0,926.0,24.29148778954245,64.1,0.9062,1,0,0,0,0,1201.0
2004-04-22 07:00:00,1234,-200.0,-200.0,13.8,1109.0,-200.0,767.0,-133.7851621201422,1729.0,1194.0,13.9,56.3581012778603,0.9029,0,0,0,0,1,1121.0
2004-04-22 08:00:00,1403,-200.0,-200.0,21.6,1340.0,-200.0,623.0,-200.0,2003.0,1502.0,15.2,53.2,0.9107,0,0,0,0,1,1087.0
2004-04-22 09:00:00,1538,-200.0,-200.0,26.1,1458.0,-200.0,593.0,-200.0,2186.0,1743.0,19.2,41.6,0.9154,1,0,0,0,0,1165.0
2004-04-22 10:00:00,1343,-200.0,-200.0,20.1,1299.0,-200.0,694.0,-200.0,1945.0,1542.0,23.7,30.6,0.8854,0,0,0,0,1,1224.0
2004-04-22 11:00:00,1243,-200.0,-200.0,15.4,1162.0,-200.0,766.0,-200.0,1731.0,1354.0,26.1,26.8,0.8921,0,0,0,0,1,1431.0
2004-04-22 12:00:00,1201,-149.54773911259826,-200.0,13.6,1102.0,-200.0,814.0,-200.0,1682.0,1175.0,28.1,24.4,0.9138,0,0,0,0,1,1433.0
2004-04-22 13:00:00,1121,-200.0,-200.0,11.1,1020.0,-162.3240654992231,893.0,-200.0,1585.0,916.0,28.3,23.9,0.906,0,0,0,0,1,1527.0
2004-04-22 14:00:00,1087,-200.0,-200.0,12.2,1055.0,-200.0,908.0,-200.0,1562.0,818.0,28.0,21.0,0.7814,0,0,0,0,1,1387.0
2004-04-22 15:00:00,1165,-200.0,-200.0,17.5,1225.0,-200.0,824.0,-200.0,1676.0,1028.0,30.8,16.4,0.7167,0,0,0,0,1,1158.0
2004-04-22 16:00:00,1224,-200.0,-200.0,19.1,1270.0,-200.0,806.0,-200.0,1739.0,1113.0,31.3,16.2,0.7262,0,0,0,0,1,1009.0
2004-04-22 17:00:00,1431,-200.0,-200.0,27.1,1482.0,-200.0,679.0,-200.0,2025.0,1431.0,29.4,20.5,0.8262,0,0,0,0,1,1026.0
2004-04-22 18:00:00,1433,-200.0,-200.0,44.722774696193966,1510.0,-200.0,661.0,-200.0,2038.0,1503.0,25.8,24.3,0.794,0,0,0,0,1,1119.0
2004-04-22 19:00:00,1527,-200.0,-200.0,35.0,1664.0,-200.0,587.0,-200.0,2238.0,1775.0,23.8,81.01902420312128,0.8559,0,0,0,0,1,1000.0
2004-04-22 20:00:00,1387,-200.0,-200.0,22.4,1361.0,-200.0,733.4900810419017,-200.0,1932.0,1505.0,22.0,34.8,0.908,0,0,0,0,1,866.0
2004-04-22 21:00:00,1158,-200.0,-200.0,13.5,1100.0,-200.0,835.0,-200.0,1659.0,1211.0,20.2,37.4,0.8748,0,0,0,0,1,848.0
2004-04-22 22:00:00,1009,-200.0,-200.0,8.2,907.0,-200.0,982.0,-200.0,1466.0,872.0,19.3,38.8,0.8559,0,0,0,0,1,844.0
2004-04-22 23:00:00,1026,-200.0,-144.6360484189879,7.8,890.0,-200.0,976.0,-110.10649651373049,1467.0,855.0,17.9,43.7,0.8856,0,0,0,0,1,852.0
2004-04-23 00:00:00,1119,-125.89577661840968,-200.0,10.0,979.0,-69.19918488853095,873.0,-200.0,1593.0,1170.0,17.2,47.9,0.9334,0,0,0,0,1,923.0
2004-04-23 01:00:00,1000,-200.0,-200.0,6.6,839.0,-200.0,958.0,-200.0,1467.0,1024.0,16.3,49.7,0.916,0,0,0,0,1,1490.0
2004-04-23 02:00:00,866,-200.0,-200.0,3.4,675.0,-200.0,1155.0,-200.0,1337.0,841.0,16.7,46.5,0.8755,0,0,0,0,1,1662.0
2004-04-23 03:00:00,848,-200.0,-200.0,2.8,642.0,-200.0,1202.0,-200.0,1325.0,760.0,14.6,53.0,0.8775,0,0,0,0,1,1553.0
2004-04-23 04:00:00,844,-200.0,-200.0,2.3,608.0,-200.0,1213.0,-200.0,1314.0,803.0,14.1,53.9,0.8633,0,0,0,0,1,1423.0
2004-04-23 05:00:00,852,0.6,46.0,2.9,646.0,59.0,1186.0,59.0,1321.0,622.2542618678171,14.2,52.2,0.8413,0,1,0,0,0,1458.0
2004-04-23 06:00:00,923,0.8,56.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,0.9003,0,1,0,0,0,1349.0
2004-04-23 07:00:00,1490,4.0,452.0,22.6,1368.0,244.0,627.0,119.42810364212818,2119.0,1544.4308077317264,14.0,58.0,0.9202,1,0,0,0,0,1326.0
2004-04-23 08:00:00,1662,5.6,880.0,31.1,1576.0,351.0,523.0,123.0,2417.0,1861.0,15.4,54.80130664101073,0.9289,1,0,0,0,0,1356.0
2004-04-23 09:00:00,1553,33.0265409671798,759.0,22.1,1354.0,358.0,621.0,142.0,2030.0,1604.2910076824257,19.1,42.1,0.9233,1,0,0,0,0,1460.0
2004-04-23 10:00:00,1423,3.2,394.0,18.3,1247.0,245.0,706.0,142.0,1887.0,1684.0,23.7,31.0,0.8968,1,0,0,0,0,1497.0
2004-04-23 11:00:00,1458,3.8,639.0,26.70727339772048,1350.0,365.95108041707346,677.0,179.18201404404783,1947.0,1731.0,26.9,25.7,0.8942,1,0,0,0,0,1645.0
2004-04-23 12:00:00,1349,3.3,541.0,20.1,1299.0,287.627614956302,728.0,142.0,1838.0,1402.0,29.7,20.6,0.8478,1,0,0,0,0,1557.0
2004-04-23 13:00:00,1326,3.0,468.0,18.9,1265.0,212.1718459946256,757.0,136.0,1835.0,1246.0,29.2,21.5,0.8573,1,0,0,0,0,1747.0
2004-04-23 14:00:00,1356,3.2,483.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,0.8181,1,0,0,0,0,1482.0
2004-04-23 15:00:00,1460,4.4,682.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,0.81,1,0,0,0,0,1211.0
2004-04-23 16:00:00,1497,4.6,698.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,0.8136,1,0,0,0,0,1294.0
2004-04-23 17:00:00,1645,5.2,832.0,30.6,1566.0,284.0,599.0,177.0,2228.0,1909.0,27.0,26.8,0.9403,1,0,0,0,0,1300.0
2004-04-23 18:00:00,1557,4.8,872.0,27.1,1483.0,250.0,615.0,164.0,2087.0,1757.0,24.9,30.8,0.954,1,0,0,0,0,1402.0
2004-04-23 19:00:00,1747,5.6,899.0,32.5,1608.0,281.0,557.0,161.0,2335.0,1983.0,23.1,36.7,1.0244,1,0,0,0,0,1349.0
2004-04-23 20:00:00,1482,4.6,692.0,20.8,1319.0,230.0,660.0,146.0,1975.0,1703.0,21.5,40.8,1.0333,1,0,0,0,0,1161.0
2004-04-23 21:00:00,1211,1.8,145.0,10.9,1010.0,98.0,816.0,98.0,1619.0,1246.0,20.5,41.5,0.9864,1,0,0,0,0,1022.0
2004-04-23 22:00:00,1294,2.2,-116.10558060935558,13.0,1083.0,121.0,770.0,108.0,1687.0,1321.0,19.2,44.9,0.9875,1,0,0,0,0,948.0
2004-04-23 23:00:00,1300,2.0,204.0,11.8,1043.0,110.0,803.5915264454385,107.0,1659.0,1375.0,18.8,47.7,1.0221,1,0,0,0,0,933.0
2004-04-24 00:00:00,1402,2.8,240.0,13.4,1098.0,161.0,736.0,113.0,1729.0,1456.0,18.2,49.7,1.0284,1,0,0,0,0,1021.0
2004-04-24 01:00:00,1349,2.6,251.0,13.4,1097.0,148.0,707.0,100.0,1763.0,1442.0,16.1,57.4,1.0451,1,0,0,0,0,1134.0
2004-04-24 02:00:00,1161,1.8,173.0,9.0,938.0,109.0,815.2708203551642,87.0,1597.0,1243.0,16.3,55.3,1.0178,1,0,0,0,0,1311.0
2004-04-24 03:00:00,1022,1.1,113.0,5.8,802.0,-200.0,916.0,-200.0,1481.0,1078.0,15.7,53.6,0.9483,1,0,0,0,0,1409.0
2004-04-24 04:00:00,948,-200.0,55.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,1,0,0,0,0,1301.0
2004-04-24 05:00:00,933,-8.728485373446023,65.0,3.6219023794256358,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,0.9644,0,1,0,0,0,1354.0
2004-04-24 06:00:00,1021,0.9,119.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499,0,1,0,0,0,1391.0
2004-04-24 07:00:00,1134,1.5,151.0,10.0,979.0,106.0,852.4308538991314,73.0,1639.0,1140.0,14.6,56.8,0.9385,1,0,0,0,0,1200.0
2004-04-24 08:00:00,1311,2.5,305.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,0.9788,1,0,0,0,0,1338.0
2004-04-24 09:00:00,1409,3.0,415.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,1.039,1,0,0,0,0,1223.0
